Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department
Untitled. (man with a fish),Dorothea Lange,(American),(1895),(1965),(Female),1963,Photography
TARGET from an untitled portfolio,Ronald Markman,(American),(1931),,(Male),1962-1963,Prints & Illustrated Books
Schema I: Construction of Axes of a Model; Schema II: Cubist Structure (Construction); and Schema III: Cubist Constructed Drawing from On New Systems in Art (O Novykh Sistemakh Visk Usstve),Kazimir Malevich,(Russian),(1878),(1935),(Male),(1919),Prints & Illustrated Books
Light Trails,William Wegman,(American),(1943),,(Male),1970-1971,Media and Performance Art
Plate IV (folio 7) from FROM JEWISH POEMS,Maurice Grosman,(American),(1900),(1976),(Male),1959-1965,Prints & Illustrated Books
The Guilty Girl Is Fragile,Louise Bourgeois,(American),(1911),(2010),(Female),2000,Prints & Illustrated Books
Untitled,Jarrod Beck,(American),(1977),,(Male),2004,Drawings
Covent Garden Labourers,John Thomson,(British),(1837),(1921),(Male),1877,Photography
On the Fortress,Jules Pascin,(American),(1885),(1930),(Male),1914,Prints & Illustrated Books
In-text plate (folio 13 verso) from LA MÉTROMANIE,Jean Dubuffet,(French),(1901),(1985),(Male),1949-1950,Prints & Illustrated Books
Urchin in the Grass,Richard Stankiewicz,(American),(1922),(1983),(Male),1956,Painting & Sculpture
Untitled from Full Moon in Aries (Vollmond im Widder),Sigmar Polke,(German),(1941),(2010),(Male),2004,Prints & Illustrated Books
"Sketchbook: El Golea, II",Jean Dubuffet,(French),(1901),(1985),(Male),1948,Drawings
Saint-Cloud,Eugène Atget,(French),(1857),(1927),(Male),1921-1922,Photography
#3 Looking Ahead? So Are We!,Ay-O,(Japanese),(1931),,(Male),1965,Prints & Illustrated Books
Headpiece (page 97) from POÈMES,Charles Despiau,(French),(1874),(1946),(Male),1933,Prints & Illustrated Books
The Pool - Deal,Alfred Stieglitz,(American),(1864),(1946),(Male),1910,Photography
Pont Neuf: The Localization of a Tetrahedron in Space from Artists & Photographs,Michael Kirby,(American),(1931),,(Male),1970,Prints & Illustrated Books
Headpiece (page 9) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),(French),(1887),(1965),(Male),1947-1955,Prints & Illustrated Books
I'se Awake,John McGreer,(American),,,(Male),1881,Photography
"""A Famous Fisherman in Action""",Times Wide World Photos,(American),(1919),(1941),(),1932,Photography
Untitled (for Parkett no. 76),Lucy McKenzie,(British),(1977),,(Female),2006,Prints & Illustrated Books
Sleeping Figure,Conrad Marca-Relli,(American),(1913),(2000),(Male),1953-1954,Painting & Sculpture
"2nd variant of ...SHE PLACES HER CHEEK THERE... SHE EMBRACES IT... (volume II, folio 8) from PASIPHAÉ",Henri Matisse,(French),(1869),(1954),(Male),1943-1981,Prints & Illustrated Books
"Evelyn Phetteplace, Shannon Sopko, Cambridge",Nicholas Nixon,(American),(1947),,(Male),1994,Photography
Grace in Window,Tanyth Berkeley,(American),(1969),,(Female),2006,Photography
TWO PART INVENTIONS,James McGarrell,(American),(1930),,(Male),(1965),Prints & Illustrated Books
"Plants, Cahows's Barber Shop, Chapman, Nebraska",Wright Morris,(American),(1910),(1998),(Male),1942,Photography
"ELIJAH TOUCHED BY AN ANGEL, plate 87 (volume II, folio 64) from the BIBLE",Marc Chagall,(French),(1887),(1985),(Male),1931-1956,Prints & Illustrated Books
"LORD WHO GATHERS OUR EXILES (plate, folio 12) from THE SILENT PRAYER",Peter Freudenthal,(Swedish),(1938),,(Male),1977,Prints & Illustrated Books
"Holy Redeemer Church, San Cristóbal de la Laguna, Tenerife, Spain (Elevation and perspective sketches)",Fernando Martín Menis,(Spanish),(1951),,(Male),2005,Architecture & Design
Dziady,Roman Cieslewicz,(French),(1930),(1996),(Male),1967,Architecture & Design
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback,(American),(1943),(2003),(Male),1971-1973,Prints & Illustrated Books
Self-Portrait,Arch Connelly,(American),(1950),(1993),(Male),1981,Painting & Sculpture
Richard Pousette-Dart Masher,Ray Johnson,(American),(1927),(1995),(Male),1972,Drawings
"Backyard--Venice West, California",Robert Frank,(American),(1924),,(Male),1955-1956,Photography
Stay the Same Never Change,Laurel Nakadate,(American),(1975),,(Female),2008,Film
Ireland,Henri Cartier-Bresson,(French),(1908),(2004),(Male),1963,Photography
First state of plate 6 (folio 34) from QUATRE HISTOIRES DE BLANC ET NOIR,František Kupka,(Czech),(1871),(1957),(Male),1926,Prints & Illustrated Books
"Combegrasse, Puy de Dome",Jacques-Henri Lartigue,(French),(1894),(1986),(Male),1922,Photography
Flag,James Riddle,(American),(1933),,(Male),c. 1964,Fluxus Collection
Arithmetic: Class studying under the Spear method,Frances Benjamin Johnston,(American),(1864),(1952),(Female),1899-1900,Photography
"Duplicate of in-text plate from page 139 (2nd supplementary suite, plate 16) from TÊTE D'OR",Roger de La Fresnaye,(French),(1885),(1925),(Male),1911-1950,Prints & Illustrated Books
"Rainbow, Lake George",Alfred Stieglitz,(American),(1864),(1946),(Male),1920,Photography
Attaque,Louise Bourgeois,(American),(1911),(2010),(Female),1946-1949,Prints & Illustrated Books
"The Mile-High Illinois, Chicago Project (Dedication to famous architects and engineers and height comparisons to the Washington Monument, Great Pyramid of Giza, Eiffel Tower, and Empire State Building)",Frank Lloyd Wright,(American),(1867),(1959),(Male),1956,Architecture & Design
Untitled,Jene Highstein,(American),(1942),,(Male),1982,Prints & Illustrated Books
"Variant of in-text plate from page 79 with +remarque- (supplementary suite, plate 30) from LYSISTRATA",František Kupka,(Czech),(1871),(1957),(Male),1908-1911,Prints & Illustrated Books
"FIGURE (plate, page 13) from DU CUBISME",André Derain,(French),(1880),(1954),(Male),1947,Prints & Illustrated Books
"Lithograph II (plate, page 21) from REPLI",Henri Matisse,(French),(1869),(1954),(Male),1946-1947,Prints & Illustrated Books
"J.R. Butler, President of the Southern Tenant Farmers' Union, Memphis, Tennessee",Dorothea Lange,(American),(1895),(1965),(Female),1938,Photography
Untitled from Spirit Cooking,Marina Abramović,(Yugoslav),(1946),,(Female),1996,Prints & Illustrated Books
Dr. Scud Fly Swatter,Philippe Starck,(French),(1949),,(Male),1998,Architecture & Design
In-text plate (page 14) from TAGEBÜCHER,Antonio Saura,(Spanish),(1930),(1998),(Male),1988,Prints & Illustrated Books
For Father Berrigan,Llyn Foulkes,(American),(1934),,(Male),1973,Painting & Sculpture
Essene,Frederick Wiseman,(American),(1930),,(Male),1972,Film
Plate (folio 11) from LA VITTORIA,Jean Tinguely,(Swiss),(1925),(1991),(Male),1970-1972,Prints & Illustrated Books
Untitled,Unknown,(),,,(),1925-1927,Photography
"Banco Pinto & Sotto Mayor, Oliveira de Azeméis, Portugal (Plan and perspective sketches)",Álvaro Siza,(Portuguese),(1933),,(Male),1971-1974,Architecture & Design
1 mark note (Emergency currency issued by the city of Itzehoe),Wenzel Hablik,(German),(1881),(1934),(Male),1921,Architecture & Design
Scores (pages 5-6) from Fluxus 1,Emmett Williams,(American),(1925),(2007),(Male),1964,Prints & Illustrated Books
In-text plate (page 108) from PANTAGRUEL,André Derain,(French),(1880),(1954),(Male),1943,Prints & Illustrated Books
Smoke on Cellophane 5,Frederick Sommer,(American),(1905),(1999),(Male),1961,Photography
Stalin's Great Aunt,Margaret Bourke-White,(American),(1904),(1971),(Female),1935,Photography
Mother and Child,Wifredo Lam,(Cuban),(1902),(1982),(Male),1939,Drawings
Drawing for Excreta Fluxorum,George Maciunas,(American),(1931),(1978),(Male),1977,Prints & Illustrated Books
Are we losing touch?,Friedrich Kunath,(German),(1974),,(Male),2003,Drawings
Untitled,Almir Mavignier,(Brazilian),(1925),,(Male),1961,Prints & Illustrated Books
"Untitled (4 days, 3 nights, 1 summer)",Joey Kötting,(British),(1966),,(Male),2001,Prints & Illustrated Books
Color separations for LOISIRS,Jean Dubuffet,(French),(1901),(1985),(Male),(1966),Prints & Illustrated Books
Wayne County & the Backstreet Boys at Max's,Unknown,(American),,,(),1975,Architecture & Design
International Film Festival,Unknown,(Nationality Unknown),,,(),1900-1953,Architecture & Design
Untitled,Mateo López,(Colombian),(1978),,(Male),(2008-2010),Drawings
"Haiti, Port-au-Prince, Cemetery",Bruce Gilden,(American),(1946),,(Male),1988,Photography
"Ship Construction, Bath, Maine",Clarence H. White,(American),(1871),(1925),(Male),1917,Photography
Composition of Circles and Overlapping Angles,Sophie Taeuber-Arp,(Swiss),(1889),(1943),(Female),1930,Painting & Sculpture
Reste,Arnulf Rainer,(Austrian),(1929),,(Male),1978,Prints & Illustrated Books
Color Wheel (for Parkett no. 81),Cosima von Bonin,(German),(1962),,(Female),2007,Prints & Illustrated Books
The Little Tear Gland That Says Tic Tac (La Petite fistule lacrimale qui dit tic tac),Max Ernst,(French),(1891),(1976),(Male),1920,Drawings
In-text plate (page 165) from DAPHNIS ET CHLOÉ,Pierre Bonnard,(French),(1867),(1947),(Male),1902,Prints & Illustrated Books
Headpiece (page 67) from FABLES,Thomas Bewick,(British),(1753),(1828),(Male),1818,Prints & Illustrated Books
For the Benefit of Native Children (A Beneficio del Niño indigena),Isidoro Ocampo,(Mexican),(1910),(1983),(Male),1925,Prints & Illustrated Books
Untitled,Peter Booth,(Australian),(1940),,(Male),1984,Drawings
DWB Jahresversammlung,Herbert Bayer,(American),(1900),(1985),(Male),1929,Architecture & Design
Untitled from the portfolio Souvenirs du Camp de Chalons,Gustave Le Gray,(French),(1820),(1884),(Male),1857,Photography
"11th variant of ...AND ONE MUST DIE WITHOUT KILLING THE WIND... (volume I, 11th unnumbered folio) from PASIPHAÉ",Henri Matisse,(French),(1869),(1954),(Male),1943-1981,Prints & Illustrated Books
Oklahoma,Lee Friedlander,(American),(1934),,(Male),1973,Photography
"Reclining Chair with Rocker, with Arms (Perspective sketch)",Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),1934,Architecture & Design
"Plate (folio 51) from Six Geometric Figures and All Their Combinations, Volume II",Sol LeWitt,(American),(1928),(2007),(Male),1980,Prints & Illustrated Books
Margarethe Kleinschmidt in a Wicker Chair (Margarethe Kleinschmidt im Korbstuhl),Paul Kleinschmidt,(German),(1883),(1949),(Male),1921,Prints & Illustrated Books
"Untitled, plate 9 of 9, from the illustrated book, Ode à Ma Mère",Louise Bourgeois,(American),(1911),(2010),(Female),1995,Prints & Illustrated Books
"Dusk, Yokohama",Daido Moriyama,(Japanese),(1938),,(Male),1969,Photography
Landscape Panoramas,Jan Dibbets,(Dutch),(1941),,(Male),1971,Photography
"Broken Egg, New York",Irving Penn,(American),(1917),(2009),(Male),1958,Photography
Ornamental initial V (page 8) from CANTICUM CANTICORUM SALOMONIS,Eric Gill,(British),(1882),(1940),(Male),1931,Prints & Illustrated Books
Montgeron (Saules),Eugène Atget,(French),(1857),(1927),(Male),1925-1927,Photography
Footprints from Traveling. Limit of Reach,Robert Morris,(American),(1931),,(Male),1976,Drawings
In-text plate (folio 34) from BIOTHERM,Jim Dine,(American),(1935),,(Male),1989-1990,Prints & Illustrated Books
Vertical Horizontals,Hedda Sterne,(American),(1910),,(Female),1967,Prints & Illustrated Books
"Duplicate of wrapper front (supplementary suite, wrapper front) from CONTES",Henri Laurens,(French),(1885),(1954),(Male),1953,Prints & Illustrated Books
"""UB""",Sergio Gonzalez-Tornero,(Chilean),(1927),,(Male),1961,Prints & Illustrated Books
Untitled,Francis Alÿs,(Belgian),(1959),,(Male),1999-2001,Media and Performance Art
Composition,Luigi Veronesi,(Italian),(1908),(1998),(Male),1935,Photography
"Meredith Memorial Hall, Drake University, Des Moines, IA (Exterior elevation)",Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),1962-1965,Architecture & Design
Armando Reverón,Carlos Herrera,(Venezuelan),(1909),(1988),(Male),1940,Photography
Low Tide Wandering No. 7 (Wattwanderung No. 7) from Low Tide Wandering (Wattwanderung),Thomas Schütte,(German),(1954),,(Male),2001,Prints & Illustrated Books
Untitled,Ernest J. Bellocq,(American),(1873),(1949),(Male),c. 1912,Photography
Plate (folio 32) from Capital in Pictures,Hugo Gellert,(American),(1892),(1985),(Male),1933,Prints & Illustrated Books
Untitled,Rene Portocarrero,(Cuban),(1914),(1985),(Male),1941,Drawings
"Tout, no. 9",Ben Vautier,(French),(1935),,(Male),c. 1965,Prints & Illustrated Books
Modena,Luigi Ghirri,(Italian),(1943),(1992),(Male),1971,Photography
Tortilla Flaps,Robert McKimson,(American),(1910),(1977),(Male),1958,Film
Models for Synthetic Pictures,Terry Winters,(American),(1949),,(Male),1994,Prints & Illustrated Books
Fluxus is always 6 a.m.,Nam June Paik,(American),(1932),(2006),(Male),1976,Prints & Illustrated Books
The Farm,Louise Bourgeois,(American),(1911),(2010),(Female),c. 1940,Prints & Illustrated Books
Trembling Text (Texte frissonnant) from the portfolio Textures from Phenomena (Les Phénomènes),Jean Dubuffet,(French),(1901),(1985),(Male),1959,Prints & Illustrated Books
"Library and Office Building of Salman Schocken, Jerusalem, Israel, Interior perspectives",Erich Mendelsohn,(American),(1887),(1953),(Male),1935,Architecture & Design
"Champfleurette, the White Cat",Louise Bourgeois,(American),(1911),(2010),(Female),1993,Prints & Illustrated Books
Zen For Film,Nam June Paik,(American),(1932),(2006),(Male),1965,Fluxus Collection
Experiment,Roman Signer,(Swiss),(1938),,(Male),1982,Media and Performance Art
Che,Francisco Blanco,(Cuban),,,(Male),1972,Architecture & Design
Merry-go-round,Edward Dwurnik,(Polish),(1943),,(Male),1985,Prints & Illustrated Books
"M.A.E., Boston",Nicholas Nixon,(American),(1947),,(Male),1985,Photography
Art & Project Bulletin #90,Richard Long,(British),(1945),,(Male),1975,Prints & Illustrated Books
Untitled from Favorite Objects,Christian Boltanski,(French),(1944),,(Male),1998,Prints & Illustrated Books
"Cristo, Tlacochoaya, Oaxaca",Paul Strand,(American),(1890),(1976),(Male),1933,Photography
Boxer [Hein Domgörgen],August Sander,(German),(1876),(1964),(Male),1923,Photography
"German People - German Work Exhibit, Berlin, Germany, Final exhibit. Stove section. Plan.",Lilly Reich,(German),(1885),(1947),(Female),1934,Architecture & Design
Untitled from Gloria,Alex Katz,(American),(1927),,(Male),2005,Prints & Illustrated Books
Seated Woman with Drapery,Gaston Lachaise,(American),(1882),(1935),(Male),c. 1930-1931,Drawings
Clown and Child from Cirque,Georges Rouault,(French),(1871),(1958),(Male),1930,Prints & Illustrated Books
Untitled #32,José Antonio Suárez Londoño,(Colombian),(1955),,(Male),1979-1984,Prints & Illustrated Books
Repeat of pictorial initial L from page 14 (page 228) from LES PETITES FLEURS,Émile Bernard,(French),(1868),(1941),(Male),1928,Prints & Illustrated Books
Untitled,Unknown,(),,,(),c. 1938-1960,Photography
Zebra,Richard Francisco,(American),(1942),,(Male),1973,Drawings
Untitled,Unknown,(),,,(),c. 1930,Photography
Earnestly Exhorting the Cook to Protect Isabella,Peggy Bacon,(American),(1895),(1987),(Female),1919,Prints & Illustrated Books
Marvin in Blue Sparkle Chair from God Love the Tragic Artist: Meg Cranston on the Life of Marvin Gaye,Meg Cranston,(American),(1960),,(Female),1995,Drawings
"Factories, Lynn, Massachusetts",Walker Evans,(American),(1903),(1975),(Male),1932,Photography
El fascismo. 7a. Conferencia: El fascismo japonés. Orador: Daniel Cosío Villegas. Viernes 9 de junio. Palacio de Bellas Artes... Liga Pro Cultura Alemana en México,Isidoro Ocampo,(Mexican),(1910),(1983),(Male),1939,Prints & Illustrated Books
Reclining Chair without Arms (Elevation sketch),Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),c.1931,Architecture & Design
"The Tavern (La Maison du traktir), plate XX (supplementary suite) from Les Âmes mortes",Marc Chagall,(French),(1887),(1985),(Male),1923-1948,Prints & Illustrated Books
Untitled from the series Paris,Sigmar Polke,(German),(1941),(2010),(Male),1971,Photography
"Lulu, Gerrittsen Beach, Brooklyn",Thomas Roma,(American),(1950),,(Male),1981,Photography
"Grizzly Giant, Mariposa Grove, Yosemite",Carleton E. Watkins,(American),(1829),(1916),(Male),1861,Photography
[title in Russian],Unknown,(Russian),,,(),c.1970,Architecture & Design
Untitled,Fré Cohen,(Dutch),(1903),(1943),(Female),1931,Architecture & Design
"The Happy House, plate 7 of 7, from the portfolio, La Réparation",Louise Bourgeois,(American),(1911),(2010),(Female),2001,Prints & Illustrated Books
"FDR Drive & 23rd Street, from 19 Rainstorms",Neil Goldberg,(American),(1963),,(Male),1998-2003,Media and Performance Art
Cover from TAMAR,Masuo Ikeda,(Japanese),(1934),(1997),(Male),1961,Prints & Illustrated Books
"Poster for &lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;, Louise Lawler, Adrian Piper & Cindy Sherman, Artists Space, New York, September 23–October 28, 1978",Louise Lawler,(American),(1947),,(Female),1978,Prints & Illustrated Books
Another Day of a Housewife,Mako Idemitsu,(Japanese),(1940),,(Female),1977-1978,Media and Performance Art
"Wall House, Auroville, India (Section)",Anupama Kundoo,(Indian),(1967),,(Female),1997-2000,Architecture & Design
"Sketchbook: El Golea, II",Jean Dubuffet,(French),(1901),(1985),(Male),1948,Drawings
"Sonia Delaunay. Städt Kunsthaus Bielefeld, 14.9.-26.10.1958",Sonia Delaunay-Terk,(French),(1885),(1979),(Female),1958,Architecture & Design
Untitled,Louise Bourgeois,(American),(1911),(2010),(Female),1999,Prints & Illustrated Books
