last_name,first_name,birthday,gender,type,state,party
Blount,Thomas,1759-05-10,M,rep,NC,Republican
Boyd,Adam,1746-03-21,M,rep,NJ,Republican
Butler,William,1759-12-17,M,rep,SC,Republican
Carr,Francis,1751-12-06,,rep,MA,Republican
Chittenden,Martin,1763-03-12,M,rep,VT,Federalist
Cobb,Howell,1772-08-03,,rep,GA,Republican
Cochran,James,,M,rep,NC,Republican
Cooke,Thomas,1778-11-21,M,rep,NY,Republican
Crawford,William,1772-02-24,M,sen,GA,Republican
Cutts,Richard,1771-06-28,M,rep,MA,Republican
Dinsmoor,Samuel,1766-07-01,M,rep,NH,Republican
Emott,James,1771-03-09,M,rep,NY,Federalist
Fitch,Asa,1765-11-10,,rep,NY,Federalist
Gannett,Barzillai,1764-06-17,,rep,MA,Republican
Giles,William,1762-08-12,M,sen,VA,Republican
Gilman,Nicholas,1755-08-03,M,sen,NH,Republican
Gray,Edwin,1743-07-18,M,rep,VA,Republican
Green,Isaiah,1761-12-28,,rep,MA,Republican
Hall,Obed,1757-12-23,,rep,NH,Republican
Harper,John,1779-11-02,M,rep,NH,Republican
Howell,Jeremiah,1771-08-28,M,sen,RI,Republican
Key,Philip,1757-04-12,M,rep,MD,Federalist
Lefever,Joseph,1760-04-03,M,rep,PA,Republican
Livingston,Robert,,M,rep,NY,Federalist
Maxwell,George,1771-05-31,M,rep,NJ,Republican
McBryde,Archibald,1766-09-28,M,rep,NC,Federalist
Metcalf,Arunah,1771-08-15,,rep,NY,Republican
Milnor,James,1773-06-20,M,rep,PA,Federalist
Mitchill,Samuel,1764-08-20,M,rep,NY,Republican
Montgomery,John,,M,rep,MD,Republican
Morgan,James,1756-12-29,M,rep,NJ,Republican
Newbold,Thomas,1760-08-02,M,rep,NJ,Republican
Paulding,William,1770-03-07,M,rep,NY,Republican
Pond,Benjamin,,M,rep,NY,Republican
Quincy,Josiah,1772-02-04,M,rep,MA,Federalist
Rodman,William,1757-10-07,M,rep,PA,Republican
Sammons,Thomas,1762-10-01,M,rep,NY,Republican
Seaver,Ebenezer,1763-07-05,M,rep,MA,Republican
Shaw,Samuel,,M,rep,VT,Republican
Smilie,John,,M,rep,PA,Republican
Smith,George,,M,rep,PA,Republican
Stow,Silas,1773-12-21,,rep,NY,Republican
Sullivan,George,1771-08-29,M,rep,NH,Federalist
Tallman,Peleg,1764-07-24,,rep,MA,Republican
Tracy,Uri,1764-02-08,,rep,NY,Republican
Turner,Charles,1760-06-20,M,rep,MA,Republican
Turner,James,1766-12-20,M,sen,NC,Republican
Van Cortlandt,Pierre,1762-08-29,,rep,NY,Republican
Varnum,Joseph,1750-01-29,M,sen,MA,Republican
White,Leonard,1767-05-03,M,rep,MA,Federalist
Widgery,William,,M,rep,MA,Republican
Williams,David,1776-03-08,M,rep,SC,Republican
Wilson,Thomas,1765-09-11,M,rep,VA,Federalist
Winn,Richard,,M,rep,SC,Republican
Destréhan,Jean,,,sen,LA,Unknown
Magruder,Allan,,,sen,LA,Republican
Posey,Thomas,1750-07-09,M,sen,LA,Republican
Barnett,William,1761-03-04,M,rep,GA,Republican
Bayly,Thomas,1775-03-26,M,rep,VA,Federalist
Beall,Reasin,1769-12-03,,rep,OH,Republican
Benson,Egbert,1746-06-21,,rep,NY,Federalist
Bibb,William,1781-10-02,M,sen,GA,Republican
Bigelow,Abijah,1775-12-05,,rep,MA,Federalist
Bines,Thomas,,M,rep,NJ,Republican
Bledsoe,Jesse,1776-04-06,,sen,KY,Republican
Bond,Shadrack,1773-11-24,,rep,IL,
Bowen,John,,M,rep,TN,Republican
Bowers,John,1772-09-25,M,rep,NY,Federalist
Boyd,Alexander,1764-09-14,M,rep,NY,Federalist
Brown,Robert,1744-12-25,M,rep,PA,Republican
Bulloch,William,,M,sen,GA,Republican
Butler,Ezra,1763-09-24,,rep,VT,Republican
Caperton,Hugh,1781-04-17,M,rep,VA,Federalist
Cheves,Langdon,1776-09-17,,rep,SC,Republican
Conard,John,,M,rep,PA,Republican
Coxe,William,1762-05-03,M,rep,NJ,Federalist
Crouch,Edward,1764-11-09,M,rep,PA,Republican
Daggett,David,1764-12-31,M,sen,CT,Federalist
Dana,Samuel,1767-06-26,M,rep,MA,Republican
Davis,Roger,1762-10-02,M,rep,PA,Republican
Davis,Samuel,,M,rep,MA,Federalist
Dawson,John,,M,rep,VA,Republican
Denoyelles,Peter,,M,rep,NY,Republican
Dewey,Daniel,1766-01-29,M,rep,MA,Federalist
Duval,William,,M,rep,KY,Republican
Ely,William,1765-08-14,M,rep,MA,Federalist
Evans,David,1769-02-20,M,rep,SC,Republican
Farrow,Samuel,,M,rep,SC,Republican
Forney,Peter,1756-04-21,M,rep,NC,Republican
Franklin,Meshack,,,rep,NC,Republican
Fromentin,Eligius,,,sen,LA,Republican
Geddes,James,1763-07-22,M,rep,NY,Federalist
Gloninger,John,1758-09-19,M,rep,PA,Federalist
Gourdin,Theodore,1764-03-20,M,rep,SC,Republican
Harris,Thomas,,M,rep,TN,Republican
Hasbrouck,Abraham,1773-10-16,M,rep,NY,Republican
Hawkins,Joseph,,M,rep,KY,Republican
Hempstead,Edward,1780-06-03,M,rep,MO,
Henderson,Samuel,1764-11-27,M,rep,PA,Federalist
Hopkins,Samuel,1753-04-09,M,rep,KY,Republican
Hopkins,Samuel,1772-05-09,M,rep,NY,Federalist
Howell,Nathaniel,1770-01-01,M,rep,NY,Federalist
Hubbard,Levi,1762-12-19,,rep,MA,Republican
Hufty,Jacob,,M,rep,NJ,Federalist
Humphreys,Parry,,,rep,TN,Republican
Hyneman,John,1771-04-25,M,rep,PA,Republican
Jackson,Richard,1764-07-03,M,rep,RI,Federalist
Kennedy,William,1768-07-31,M,rep,NC,Republican
Kershaw,John,1765-09-12,M,rep,SC,Republican
Lacock,Abner,1770-07-09,,sen,PA,Republican
Lefferts,John,1785-12-17,M,rep,NY,Republican
Markell,Jacob,1770-05-08,M,rep,NY,Federalist
Mason,Jeremiah,1768-04-27,M,sen,NH,Federalist
McKim,Alexander,1748-01-10,M,rep,MD,Republican
Miller,Morris,1779-07-31,,rep,NY,Federalist
Pearson,Joseph,,M,rep,NC,Federalist
Post,Jotham,1771-04-04,,rep,NY,Federalist
Potter,Elisha,1764-11-05,,rep,RI,Federalist
Rea,John,1755-01-27,M,rep,PA,Republican
Reed,William,1776-06-06,M,rep,MA,Federalist
Richardson,William,1774-01-04,M,rep,MA,Republican
Schureman,James,1756-02-12,M,rep,NJ,Federalist
Sherwood,Samuel,1779-04-24,M,rep,NY,Federalist
Shipherd,Zebulon,1768-11-15,,rep,NY,Federalist
Skinner,Richard,1778-05-30,M,rep,VT,Republican
Slaymaker,Amos,1755-03-11,,rep,PA,Federalist
Smith,Isaac,1761-01-04,M,rep,PA,Republican
Smith,John,1750-05-07,M,rep,VA,Republican
Smith,Samuel,1765-11-11,M,rep,NH,Federalist
Stockton,Richard,1764-04-17,M,rep,NJ,Federalist
Stone,David,1770-02-17,M,sen,NC,Republican
Tait,Charles,1768-02-01,M,sen,GA,Republican
Tannehill,Adamson,1750-05-23,,rep,PA,Republican
Thompson,Joel,1760-10-03,M,rep,NY,Federalist
Wells,William,1769-01-07,M,sen,DE,Federalist
White,Francis,,,rep,VA,Federalist
Whitehill,James,1762-01-31,M,rep,PA,Republican
Whitehill,Robert,1738-07-21,M,rep,PA,Republican
Winter,Elisha,1781-07-15,,rep,NY,Federalist
Wood,Abiel,1772-07-22,,rep,MA,Republican
Barry,William,1784-02-05,M,sen,KY,Republican
Kerr,Joseph,,M,sen,OH,Republican
Locke,Francis,1776-10-31,,sen,NC,Unknown
Roberts,Jonathan,1771-08-16,M,sen,PA,Republican
Thompson,Thomas,1766-03-15,M,sen,NH,Federalist
Walker,George,,M,sen,KY,Republican
Wharton,Jesse,1782-07-29,,sen,TN,Republican
Adgate,Asa,1767-11-17,,rep,NY,Republican
Alexander,John,1777-04-16,M,rep,OH,Republican
Atherton,Charles,1773-08-14,M,rep,NH,Federalist
Avery,Daniel,1766-09-18,M,rep,NY,Republican
Baer,George,,M,rep,MD,Federalist
Baker,Ezra,,,rep,NJ,Republican
Bard,David,,M,rep,PA,Republican
Betts,Samuel,1787-06-08,M,rep,NY,Republican
Birdsall,James,,M,rep,NY,Republican
Bradbury,George,1770-10-10,M,rep,MA,Federalist
Breckinridge,James,1763-03-07,M,rep,VA,Federalist
Brigham,Elijah,1751-07-07,M,rep,MA,Federalist
Brooks,Micah,1775-05-14,,rep,NY,Republican
Brown,Benjamin,1756-09-23,M,rep,MA,Federalist
Burnside,Thomas,1782-07-28,M,rep,PA,Republican
Cady,Daniel,1773-04-29,M,rep,NY,Federalist
Caldwell,James,1770-11-30,M,rep,OH,Republican
Campbell,George,1769-02-09,M,sen,TN,Republican
Carr,James,1777-09-09,M,rep,MA,Federalist
Champion,Epaphroditus,1756-04-06,,rep,CT,Federalist
Chappell,John,1782-01-19,M,rep,SC,Republican
Chipman,Daniel,1765-10-22,M,rep,VT,Federalist
Cilley,Bradbury,1760-02-01,,rep,NH,Federalist
Clark,James,1779-10-15,M,rep,NC,Republican
Clarke,Archibald,,M,rep,NY,Republican
Clay,Matthew,1754-03-25,M,rep,VA,Republican
Clendenin,David,,M,rep,OH,Republican
Clopton,John,1756-02-07,M,rep,VA,Republican
Conner,Samuel,,M,rep,MA,Republican
Cooper,Thomas,,M,rep,DE,Federalist
Crawford,William,,M,rep,PA,Republican
Crocheron,Henry,1772-12-26,M,rep,NY,Republican
Dana,Samuel,1760-02-13,M,sen,CT,Federalist
Davenport,John,1752-01-16,M,rep,CT,Federalist
Dickens,Samuel,,M,rep,NC,Republican
Easton,Rufus,1774-05-04,M,rep,MO,
Ellmaker,Amos,1787-02-02,,rep,PA,
Findley,William,,M,rep,PA,Republican
Fisk,Jonathan,1778-09-26,M,rep,NY,Republican
Fletcher,Thomas,1779-10-21,M,rep,KY,Republican
Gaston,William,1778-09-19,M,rep,NC,Federalist
Gholson,Thomas,,M,rep,VA,Republican
Glasgow,Hugh,1769-09-08,M,rep,PA,Republican
Gold,Thomas,1764-11-04,M,rep,NY,Federalist
Goldsborough,Charles,1765-07-15,M,rep,MD,Federalist
Gore,Christopher,1758-09-21,M,sen,MA,Federalist
Griffin,Isaac,1756-02-27,M,rep,PA,Republican
Grosvenor,Thomas,1778-12-20,M,rep,NY,Federalist
Hahn,John,1776-10-30,M,rep,PA,Republican
Hale,William,1765-08-06,M,rep,NH,Federalist
Hall,Bolling,1767-12-25,,rep,GA,Republican
Hammond,Jabez,1778-08-02,,rep,NY,Republican
Hawes,Aylett,1768-04-21,,rep,VA,Republican
Henderson,Bennett,1784-09-05,,rep,TN,Republican
Horsey,Outerbridge,1777-03-05,,sen,DE,Federalist
Huger,Benjamin,,M,rep,SC,Federalist
Hulbert,John,1770-06-01,M,rep,MA,Federalist
Hungerford,John,1761-01-02,M,rep,VA,Republican
Hunter,William,1774-11-26,M,sen,RI,Federalist
Irwin,Jared,1768-01-19,,rep,PA,Republican
Jackson,John,1777-09-22,M,rep,VA,Republican
Jewett,Luther,1772-12-24,M,rep,VT,Federalist
Kent,Moss,1766-04-03,,rep,NY,Federalist
Kerr,John,1782-08-04,M,rep,VA,Republican
Kilbourne,James,1770-10-19,M,rep,OH,Republican
King,Cyrus,1772-09-06,,rep,MA,Federalist
Langdon,Chauncey,1763-11-08,,rep,VT,Federalist
Lattimore,William,1774-02-09,M,rep,MS,
Law,Lyman,1770-08-19,,rep,CT,Federalist
Lewis,Joseph,,M,rep,VA,Federalist
Love,William,,M,rep,NC,Republican
Lovett,John,1761-02-20,M,rep,NY,Federalist
Lyle,Aaron,1759-11-17,M,rep,PA,Republican
Lyon,Asa,1763-12-31,,rep,VT,Federalist
Marsh,Charles,1765-07-10,M,rep,VT,Federalist
Mayrant,William,1816-10-21,M,rep,SC,Republican
McKee,Samuel,1774-10-13,M,rep,KY,Republican
McLean,John,1785-03-11,M,rep,OH,Republican
Moffitt,Hosea,1757-11-17,,rep,NY,Federalist
Moore,Nicholas,1756-07-21,M,rep,MD,Republican
Moore,Thomas,,M,rep,SC,Republican
Murfree,William,1781-10-02,M,rep,NC,Republican
Noyes,John,1764-04-02,M,rep,VT,Federalist
Ormsby,Stephen,,M,rep,KY,Republican
Pickering,Timothy,1745-07-17,M,rep,MA,Federalist
Piper,William,1774-01-01,M,rep,PA,Republican
Porter,Peter,1773-08-14,M,rep,NY,Republican
Powell,Samuel,1776-07-10,M,rep,TN,Republican
Schenck,Abraham,1775-01-22,M,rep,NY,Republican
Sevier,John,1745-09-23,M,rep,TN,Republican
Sharp,Solomon,,M,rep,KY,Republican
Sheffey,Daniel,,M,rep,VA,Federalist
Smith,Thomas,,M,rep,PA,Federalist
Smith,William,1755-11-08,M,rep,NY,Federalist
Stanford,Richard,1767-03-02,M,rep,NC,Republican
Stearns,Asahel,1774-06-17,,rep,MA,Federalist
Stephenson,Benjamin,,M,rep,IL,
Sturges,Lewis,1763-03-15,M,rep,CT,Federalist
Taggart,Samuel,1754-03-24,M,rep,MA,Federalist
Tallmadge,Benjamin,1754-02-25,M,rep,CT,Federalist
Tate,Magnus,,,rep,VA,Federalist
Taul,Micah,1785-05-14,,rep,KY,Republican
Taylor,John,,M,rep,SC,Republican
Telfair,Thomas,1780-03-02,M,rep,GA,Republican
Thomas,Isaac,1784-11-04,M,rep,TN,Republican
Throop,Enos,1784-08-21,,rep,NY,Republican
Tichenor,Isaac,1754-02-08,M,sen,VT,Federalist
Vose,Roger,1763-02-24,M,rep,NH,Federalist
Ward,Artemas,1762-01-09,,rep,MA,Federalist
Ward,Jonathan,1768-09-21,M,rep,NY,Republican
Ward,Thomas,,M,rep,NJ,Republican
Wheaton,Laban,1754-03-13,,rep,MA,Federalist
Wilcox,Jeduthun,1768-11-18,,rep,NH,Federalist
Williams,Jonathan,1750-05-20,M,rep,PA,
Willoughby,Westel,1769-11-20,,rep,NY,Republican
Wilson,James,,M,sen,NJ,Republican
Wilson,Thomas,,M,rep,PA,Republican
Woods,John,,M,rep,PA,Federalist
Woodward,William,,M,rep,SC,Republican
Yancey,Bartlett,1785-02-19,,rep,NC,Republican
Yates,John,1784-02-01,M,rep,NY,Republican
Ashmun,Eli,1770-06-24,,sen,MA,Federalist
Hanson,Alexander,1786-02-27,M,sen,MD,Federalist
Hardin,Martin,1780-06-21,M,sen,KY,Federalist
Harper,Robert,,M,sen,MD,Federalist
Mason,Armistead,1787-08-04,,sen,VA,Republican
Stokes,Montfort,1762-03-12,,sen,NC,Republican
Monroe,James,1758-04-28,M,sen,VA,Anti-Administration
Allen,Heman,1779-02-23,,rep,VT,Republican
Anderson,William,,M,rep,PA,Republican
Austin,Archibald,1772-08-11,M,rep,VA,Republican
Bellinger,Joseph,,M,rep,SC,Republican
Bennet,Benjamin,1764-10-31,M,rep,NJ,Republican
Blount,William,,M,rep,TN,Republican
Boss,John,1780-09-07,M,rep,RI,Federalist
Bryan,Joseph,1782-04-09,M,rep,NC,Republican
Burrill,James,1772-04-25,M,sen,RI,Federalist
Claiborne,Thomas,1780-05-17,M,rep,TN,Republican
Claiborne,William,,M,sen,LA,Democratic Republican
Colston,Edward,1786-12-25,M,rep,VA,Federalist
Comstock,Oliver,1780-03-01,M,rep,NY,Republican
Cook,Zadock,1769-02-18,,rep,GA,Republican
Cruger,Daniel,1780-12-22,M,rep,NY,Republican
Cushman,John,1784-03-08,M,rep,NY,Federalist
Darlington,Isaac,1781-12-13,M,rep,PA,Federalist
Desha,Joseph,1768-12-09,M,rep,KY,Republican
Drake,John,1782-11-28,M,rep,NY,Republican
Ellicott,Benjamin,1765-04-17,M,rep,NY,Republican
Eppes,John,1773-04-19,M,sen,VA,Republican
Fisk,James,1763-10-04,M,sen,VT,Republican
Forney,Daniel,,M,rep,NC,Republican
Gage,Joshua,1763-08-07,M,rep,MA,Republican
Gilbert,Sylvester,1755-10-20,,rep,CT,Republican
Goodwyn,Peterson,,,rep,VA,Republican
Hale,Salma,1787-03-07,,rep,NH,Republican
Hasbrouck,Josiah,1755-03-05,M,rep,NY,Republican
Herbert,John,1775-08-16,M,rep,MD,Federalist
Hitchcock,Peter,1781-10-19,M,rep,OH,Republican
Hogg,Samuel,1783-04-18,M,rep,TN,Republican
Holmes,Uriel,1764-08-26,,rep,CT,Federalist
Hopkinson,Joseph,1770-11-12,M,rep,PA,Federalist
Hunter,William,1754-01-03,M,rep,VT,Republican
Huntington,Ebenezer,1754-12-26,M,rep,CT,Federalist
Irving,William,1766-08-15,M,rep,NY,Republican
Kirtland,Dorrance,1770-07-28,,rep,NY,Republican
Lawyer,Thomas,1785-10-14,M,rep,NY,Republican
Leake,Walter,1762-05-25,M,sen,MS,Republican
Lewis,William,1766-07-04,M,rep,VA,Republican
Maclay,William,1765-03-22,M,rep,PA,Republican
Marr,George,1779-05-25,M,rep,TN,Republican
Mason,James,,M,rep,RI,Federalist
McMillan,Alexander,,M,rep,NC,
Middleton,Henry,1770-09-28,M,rep,SC,Republican
Morril,David,1772-06-10,M,sen,NH,Republican
Mumford,George,,M,rep,NC,Republican
Nelson,Thomas,1782-09-27,M,rep,VA,Republican
Nesbitt,Wilson,,,rep,SC,Republican
Ogden,David,1770-01-10,M,rep,NY,Federalist
Ogle,Alexander,1766-08-10,M,rep,PA,Republican
Orr,Benjamin,1772-12-01,M,rep,MA,Federalist
Otis,Harrison,1765-10-08,,sen,MA,Federalist
Owen,James,1784-12-07,M,rep,NC,Republican
Pawling,Levi,1773-07-25,,rep,PA,Federalist
Pegram,John,1773-11-16,M,rep,VA,Republican
Pitkin,Timothy,1766-01-21,M,rep,CT,Federalist
Pope,Nathaniel,1784-01-05,M,rep,IL,
Porter,James,1787-04-18,M,rep,NY,Republican
Rice,Thomas,1768-03-30,M,rep,MA,Federalist
Robertson,Thomas,1779-02-27,M,rep,LA,Republican
Ross,John,1770-02-24,M,rep,PA,Republican
Ruggles,Nathaniel,1761-11-11,M,rep,MA,Federalist
Savage,John,1779-02-22,M,rep,NY,Republican
Schuyler,Philip,1768-01-21,M,rep,NY,Federalist
Scudder,Tredwell,1778-01-01,,rep,NY,Republican
Seybert,Adam,1773-05-16,M,rep,PA,Republican
Sherwood,Samuel,1767-11-26,M,rep,CT,Federalist
Spangler,Jacob,1767-11-28,M,rep,PA,Republican
Speed,Thomas,1768-10-25,M,rep,KY,Republican
Spencer,John,1788-01-08,M,rep,NY,Republican
Stewart,James,1775-11-11,M,rep,NC,Federalist
Storer,Clement,1760-09-20,,sen,NH,Republican
Strong,Solomon,1780-03-02,M,rep,MA,Federalist
Stuart,Philip,,M,rep,MD,Federalist
Tallmadge,James,1778-01-28,M,rep,NY,Republican
Terry,Nathaniel,1768-01-30,M,rep,CT,Federalist
Townsend,George,,M,rep,NY,Republican
Tucker,Henry,1780-12-29,M,rep,VA,Republican
Westerlo,Rensselaer,1776-04-29,,rep,NY,Federalist
Whiteside,John,,M,rep,PA,Republican
Wilkin,James,,M,rep,NY,Republican
Williams,John,1778-01-29,M,sen,TN,Republican
Williams,Thomas,1777-06-26,M,rep,CT,Federalist
Wilson,John,1777-01-10,M,rep,MA,Federalist
Wilson,William,,M,rep,PA,Republican
Edwards,Ninian,1775-03-17,,sen,IL,Republican
Mellen,Prentiss,1764-10-11,,sen,MA,Federalist
Palmer,William,1781-09-12,M,sen,VT,Republican
Adams,Benjamin,1764-12-16,M,rep,MA,Federalist
Allen,Nathaniel,,M,rep,NY,Republican
Anderson,Richard,1788-08-04,M,rep,KY,Republican
Archer,Stevenson,1786-10-11,,rep,MD,Republican
Baker,Caleb,,,rep,NY,Republican
Bloomfield,Joseph,1753-10-18,M,rep,NJ,Republican
Boden,Andrew,,M,rep,PA,Republican
Brevard,Joseph,1766-07-19,M,rep,SC,Republican
Brown,James,1766-09-11,M,sen,LA,Republican
Brown,William,1779-04-19,M,rep,KY,Republican
Brush,Henry,,M,rep,OH,Republican
Buffum,Joseph,1784-09-23,M,rep,NH,Republican
Burwell,William,1780-03-15,M,rep,VA,Republican
Butler,Thomas,1785-04-14,M,rep,LA,Republican
Case,Walter,,M,rep,NY,Republican
Clagett,Clifton,1762-12-03,,rep,NH,Republican
Clark,Robert,1777-06-12,M,rep,NY,Republican
Condit,John,1755-07-08,M,rep,NJ,Republican
Crawford,Joel,1783-06-15,M,rep,GA,Republican
Crowell,John,1780-09-18,M,rep,AL,Republican
Culbreth,Thomas,1786-04-13,M,rep,MD,Republican
Cuthbert,John,1788-06-03,M,rep,GA,Republican
Davidson,William,1778-09-12,M,rep,NC,Federalist
De Witt,Jacob,1784-10-02,M,rep,NY,Republican
Dowse,Edward,1756-10-22,M,rep,MA,Republican
Earle,Elias,1762-06-19,,rep,SC,Republican
Elliott,John,1773-10-24,M,sen,GA,Republican
Ervin,James,1778-10-17,M,rep,SC,Republican
Fay,John,1773-02-10,M,rep,NY,Republican
Folger,Walter,1765-06-12,M,rep,MA,Republican
Ford,William,,M,rep,NY,Republican
Fullerton,David,1772-10-04,M,rep,PA,Republican
Gray,John,,M,rep,VA,Republican
Gross,Ezra,1787-07-11,,rep,NY,Republican
Guyon,James,1778-12-24,M,rep,NY,Republican
Hackley,Aaron,1783-05-06,M,rep,NY,Republican
Hall,George,1770-05-12,M,rep,NY,Republican
Hall,Willard,1780-12-24,,rep,DE,Republican
Hazard,Nathaniel,,M,rep,RI,Republican
Herrick,Samuel,1779-04-14,M,rep,OH,Republican
Hibshman,Jacob,1772-01-31,M,rep,PA,Republican
Hiester,Joseph,1752-11-18,M,rep,PA,Republican
Hostetter,Jacob,1754-05-09,M,rep,PA,Republican
Johnson,James,,M,rep,VA,Republican
Kendall,Jonas,1757-10-27,,rep,MA,Federalist
King,Rufus,1755-03-24,M,sen,NY,Federalist
Kinsey,Charles,,M,rep,NJ,Republican
Kinsley,Martin,1754-06-02,M,rep,MA,Republican
Lanman,James,1767-06-14,M,sen,CT,Republican
Linn,John,1763-12-03,M,rep,NJ,Republican
Logan,William,1776-12-08,M,sen,KY,Republican
Lowrie,Walter,1784-12-10,M,sen,PA,Republican
Lyman,Joseph,1785-02-14,M,rep,NY,Republican
Maclay,William,1774-08-23,M,rep,PA,Republican
Marchand,David,1776-12-10,M,rep,PA,Republican
Mason,Jonathan,1756-09-12,M,rep,MA,Federalist
McCreary,John,,M,rep,SC,Republican
McCullough,Thomas,1785-04-20,M,rep,PA,Federalist
McLean,Alney,1779-06-10,,rep,KY,Republican
Meigs,Henry,1782-10-28,M,rep,NY,Republican
Merrill,Orsamus,1775-06-18,,rep,VT,Republican
Moore,Robert,1778-03-30,M,rep,PA,Republican
Morton,Marcus,1784-12-19,,rep,MA,Republican
Moseley,Jonathan,1762-04-09,M,rep,CT,Republican
Murray,John,,M,rep,PA,Republican
Parker,James,,M,rep,MA,Republican
Parker,Severn,1787-07-19,,rep,VA,Republican
Parrott,John,1767-08-08,M,sen,NH,Republican
Peek,Harmanus,1782-06-24,,rep,NY,Republican
Philson,Robert,,M,rep,PA,Republican
Pinckney,Charles,1757-10-26,M,rep,SC,Republican
Pindall,James,,M,rep,VA,Federalist
Pleasants,James,1769-10-24,M,sen,VA,Republican
Quarles,Tunstall,,,rep,KY,Republican
Richards,Mark,1760-07-15,M,rep,VT,Republican
Richmond,Jonathan,1774-07-31,M,rep,NY,Republican
Ringgold,Samuel,1770-01-15,M,rep,MD,Republican
Sage,Ebenezer,1755-08-16,M,rep,NY,Republican
Sampson,Zabdiel,1781-08-22,,rep,MA,Republican
Settle,Thomas,1789-03-09,M,rep,NC,Republican
Shaw,Henry,,M,rep,MA,Republican
Simkins,Eldred,1779-08-30,,rep,SC,Republican
Slocumb,Jesse,,,rep,NC,Federalist
Smith,Ballard,,,rep,VA,Republican
Smith,Bernard,1776-07-05,,rep,NJ,Republican
Smith,James,1790-10-15,M,rep,NC,Republican
Southard,Henry,1747-10-07,M,rep,NJ,Republican
Stevens,James,1768-07-04,M,rep,CT,Republican
Street,Randall,,,rep,NY,Federalist
Strong,William,,M,rep,VT,Republican
Strother,George,,M,rep,VA,Republican
Tarr,Christian,1765-05-25,,rep,PA,Republican
Taylor,Waller,,,sen,IN,Republican
Terrell,William,,M,rep,GA,Republican
Tompkins,Caleb,1759-12-22,,rep,NY,Republican
Trimble,William,1786-04-04,M,sen,OH,Republican
Walker,David,,M,rep,KY,Republican
Walker,Freeman,1780-10-25,,sen,GA,Republican
Walker,John,1783-08-12,M,sen,AL,Republican
Wallace,James,,M,rep,PA,Republican
Wendover,Peter,1768-08-01,M,rep,NY,Republican
Holmes,David,1769-03-10,M,sen,MS,Republican
Mills,Elijah,1776-12-01,M,sen,MA,Adams
Talbot,Isham,,,sen,KY,Republican
Baldwin,Henry,1780-01-14,M,rep,PA,Republican
Barber,Levi,1777-10-16,,rep,OH,Republican
Barbour,James,1775-06-10,M,sen,VA,Republican
Barstow,Gideon,1783-09-07,,rep,MA,Republican
Bates,James,1788-08-25,M,rep,AR,
Bayly,Thomas,1775-09-13,M,rep,MD,Federalist
Bigelow,Lewis,1785-08-18,M,rep,MA,Federalist
Blackledge,William,,M,rep,NC,Republican
Boardman,Elijah,1760-03-07,M,sen,CT,Republican
Borland,Charles,1786-06-29,M,rep,NY,Republican
Breckinridge,James,,M,rep,KY,Republican
Bryan,Henry,1786-02-23,M,rep,TN,Republican
Bullock,Wingfield,,,rep,KY,Republican
Burrows,Daniel,1766-10-26,M,rep,CT,Republican
Butler,Josiah,1779-12-04,M,rep,NH,Republican
Campbell,Samuel,1773-07-11,M,rep,NY,Republican
Cannon,Newton,1781-05-22,,rep,TN,Republican
Chambers,David,1780-11-25,M,rep,OH,Republican
Colden,Cadwallader,1769-04-04,,rep,NY,Federalist
Conkling,Alfred,1789-10-12,M,rep,NY,Republican
Cosden,Jeremiah,1821-03-04,M,rep,MD,Republican
Crudup,Josiah,1791-01-13,M,rep,NC,Republican
Dane,Joseph,1778-10-25,M,rep,ME,Federalist
Darlington,William,1782-04-28,M,rep,PA,Republican
De Wolf,James,1764-03-18,M,sen,RI,Republican
Denison,George,1790-02-22,M,rep,PA,Republican
Duncan,James,,M,rep,PA,
Eustis,William,1753-06-10,M,rep,MA,Republican
Findlay,William,1768-06-20,M,sen,PA,Jackson
Forrest,Thomas,,M,rep,PA,Federalist
Gebhard,John,1782-02-22,M,rep,NY,Federalist
Gross,Samuel,1776-11-10,M,rep,PA,Republican
Harris,Mark,1779-01-27,M,rep,ME,Republican
Hawkes,James,1776-12-13,M,rep,NY,Republican
Hernández,Joseph,1788-05-26,M,rep,FL,
Hill,Mark,1772-06-30,M,rep,ME,Republican
Hubbard,Thomas,1781-12-05,M,rep,NY,Republican
Jackson,Edward,1793-01-25,M,rep,VA,Republican
Jones,Francis,,,rep,TN,Republican
Jones,James,1772-12-11,M,rep,VA,Republican
Keyes,Elias,1758-04-14,,rep,VT,Republican
Kirkland,Joseph,1770-01-18,M,rep,NY,Federalist
Lowndes,William,1782-02-11,M,rep,SC,Republican
McCarty,Richard,1780-02-19,M,rep,NY,Republican
McSherry,James,1776-07-29,M,rep,PA,Federalist
Milnor,William,1769-06-26,M,rep,PA,Federalist
Montgomery,Thomas,,M,rep,KY,Republican
Moore,Samuel,1774-02-08,M,rep,PA,Republican
Moore,Thomas,,M,rep,VA,Republican
Murray,Thomas,,M,rep,PA,Republican
Nelson,Hugh,1768-09-30,M,rep,VA,Republican
Nelson,John,1791-06-01,M,rep,MD,Republican
New,Anthony,,M,rep,KY,Republican
Overstreet,James,1773-02-11,M,rep,SC,Republican
Patterson,Walter,,M,rep,NY,Federalist
Phillips,John,,M,rep,PA,Federalist
Pierson,Jeremiah,1766-09-13,M,rep,NY,Republican
Pinkney,William,1764-03-17,M,sen,MD,Republican
