year,statement,,,
2002,"'^^^ On July 24, 2002, the attorney general verbally approved the use of 10 interrogation techniques, which included: the attention grasp, walling, the facial hold, the facial slap (insult slap), cramped confinement, wall standing, stress positions, sleep deprivation, use of diapers, and use of i n s e c t s .",,,
2002,"On July 26, 2002, the attorney general verbally approved the [REDACTED] 73208 (231043Z JUL 02) •^•110568 (261 lOlZ JUL 02) [REDACTED] 73208 (231043Z JUL 02) DIRECTOR • • (251609Z AUG 02 TOP SECRET/i WOFORN Page 36 of 499 UNCLASSIFIED TOP SECRET// //NOFORN UNCLASSIFIED useofthewaterboardJ^^ TheOLCfinalizeditsclassifiedwrittenlegalopiniononAugust1, 2002.",,,
2002,"The CIA Obtains Legal and Policy Approval for Its Enhanced Interrogation Techniques: The CIA Does Not Briefthe President Email from: Rodriguez, [REDACTED], [ [REDACTED]; subject:EYESONLY-Wherewestandre:AbuZubaydah;date:July26,2002.Seealso 10568 (261101ZJUL 02).",,,
2002,"DIRECTOR I H I I I (031357Z AUG 02) DIRECTOR (031357Z AUG 02) '65 [REDACTED] 73208 (231043Z JUL 02) and email from: to: [REDACTED], [REDACTED], and subject: Addendum from [DETENTION SITE GREEN], [REDACTED] 73208 (231043Z JUL 02); date: July 23, 2002, at 07:56:49 PM.",,,
2002,"On July 31, 2002, Rice informed Deputy DCI John McLaughlin that, in balancing the application of the CIA's enhanced interrogation techniques against the possible loss of American lives, she would not object to the CIA's enhanced interrogation techniques if the attorney general determined them to be legal.",,,
2002,"louring the month of July 2002, the CIA anticipated diat the president would need to approve the use of the CIA's enhanced interrogation techniques before they could be used.",,,
2002,"Therefore, in late July 2002, the CIA prepared talking points for a briefing of the president.",,,
2002,"On August 1, 2002, based on comments from White House Counsel Alberto Gonzales, the talking points were revised to eliminate references to the waterboard.CIA records indicate, however, that the talking points were not used to brief the president.",,,
2002,"On August 2, 2002, the National Security Council legal advisor informed the DCI's chief of staff that ""Dr. Rice had been informed that there would be no briefing of the President on this m atter,but that the DCI had policy approval to employ the CIA's enhanced interrogation techniques.",,,
2002,"records state that prior to the use of the CIA's enhanced interrogation techniques on Abu Zubaydah in 2002, the CIA did not brief Secretary of State Colin Powell or Secretary of Defense Donald Rumsfeld, two members of the National Security Council, on the techniques.The Committee, including the chairman and vice chairman, was also not briefed on the CIA's enhanced interrogation techniques prior to their use.",,,
2002,"'^^ Approximately a year later, on July 31, 2003, senior CIA personnel believed the president had still not been briefed on the CIA's enhanced interrogation techniques.In August 2003, DCI Tenet told the CIA Office of Inspector General that ""he had never spoken to the President regarding the detention and interrogation program or EITs, nor was Memorandum for the Record from John Moseman, Chief of Staff, re: NSC Weekly Meeting, July 31, 2002.",,,
2002,"Email from: John Moseman; to: John McLaughlin, Jose Rodriguez, [REDACTED], John Rizzo, [REDACTED]; subject: Abu-Z Interrogation; datejAueust2j2002.",,,
2002,"It states, however, that ""[w]hile Agency records on the subject are admittedly incomplete, former President Bush has stated in his autobiography that he discussed the program, including the use of enhanced techniques, with DCIA Tenet in 2002, prior to application of the techniques on Abu Zubaydah, and personally approved the techniques.""",,,
2002,"A subsequent memoir by former CIA Acting General Counsel John Rizzo (published January 7, 2014) states, ""The one senior U.S. Government national security official during this time—from August 2002 through 2003—who I did not believe was knowledgeable about the E.I.T.s was President Bush himself.",,,
2002,"ThisJune27,2013,CIAstatementisinaccurate: theCIA's determination at the time was that there had been at least 112 CIA detainees and that the inclusion of detainees held prior to December 3, 2002, would make that number higher.",,,
2002,"The CIA Uses the Waterboardand Other Enhanced Interrogation Techniques Against Abu Zubaydah On August 3, 2002, CIA Headquarters informed the interrogation team at DETENTION SITE GREEN that it had formal approval to apply the CIA's enhanced interrogationtechniques,includingthewaterboard,againstAbuZubaydah.",,,
2002,"From August 4, 2002, through August 23, 2002, the CIA subjected AbuZubaydahtoitsenhancedinteiTogationtechniquesonanear24-hour-per-daybasis.",,,
2002,"After Abu Zubaydah had been in complete isolation for 47 days, the most aggressive interrogation phase began at approximately 11:50 AM on August 4, 2002.^^- Security personnel entered the cell, shackled and hooded Abu Zubaydah, and removed his towel (Abu Zubaydah was then naked).",,,
2002,"Increased Pressure intheNext PhaseoftheAbuZuba^ah Interrogations, Attachment toemail from: [REDACTED]; to: [REDACTED]; cc: [REDACTED], [REDACTED], [REDACTED^^I; subject: Increased Pressure Phase - for DCI Sensitive Addendum; date: July 10, 2002.",,,
2002,"""^^^ //NF) The use of the CIA's enhanced interrogation techniques- including ""walling, attention grasps, slapping, facial hold, stress positions, cramped confinement, white noise and sleep deprivation""—continued in ""varying combinations, 24 hours a day"" for 17 straight days, through August 20, 2002}^^ When Abu Zubaydah was left alone during this period, he was placed in a stress position, left on the waterboard with a cloth over his face, or lockedinoneoftwoconfinementboxes.",,,
2002,"""'^^ The ""aggressive phase of interrogation"" continued until August 23, 2002.^^^ Overthecourseoftheentire20day""aggressivephaseofinterrogation,""AbuZubaydah spent a total of 266 hours (11 days, 2 hours) in the large (coffin size) confinement box and 29 hours in a small confinement box, which had a width of 21 inches, a depth of 2.5 feet, and a height of 2.5 feet.",,,
2002,"'^^ According to the daily cables from DETENTION SITE GREEN, Abu Zubaydah frequently ""cried,"" ""begged,"" ""pleaded,"" and ""whimpered,"" but continued to deny that he had any additional information on current threats to, or operatives in, the United States, August 9, 2002, the sixth day of the interrogation period, the interrogation team informed CIA Headquarters that they had come to the ""collective preliminary assessment"" that it was unlikely Abu Zubaydah ""had actionable new information about current threats to the United States.",,,
2002,"""On August 10, 2002, the interrogation team stated that it was ""highly unlikely"" that Abu Zubaydah possessed the information they were s e e k i n g , O n the same day, the interrogation team reiterated a request for personnel from CIA Headquarters to Emphasis in the original.",,,
2002,"Email from: [REDACTED]; to: [REDACTED]; subject: Re: So it begins; date: August 4, 2002, at 09:45:09AM.",,,
2002,"TheCIAcontinuedtouseitsenhancedinterrogationtechniquesagainst Abu Zubaydah until August 30,2002.",,,
2002,"On August 2002, a video-conference between DETENTION SITE GREEN and CIA Headquaiters occuned, which included an interrogation video described by the inteirogation team as ""quite graphic"" and possibly ""disturbing to some viewers.""",,,
2002,"OnAugust 2002,ateamfromCIAHeadquarters,including^^^|CTCLegal and Deputy Chief of ALEC Station visited DETENTION SITE GREEN and observed tlie use 10607 (100335Z AUG 02) Email from: Jose Rodi'iguez; to: [REDACTED]; subject: [DETENTION SITE GREEN]; date: August 12, 2002, with attachment of earlier email from: [REDACTED]; to: [REDACTED].",,,
2002,"CIA records include the following reactions and comments by CIA personnel: • August5,2002: ""wanttocaution[medicalofficer]thatthisisalmostcertainlynota place he's ever been before in his medical career...It is visually and psychologically very uncomfortable.",,,
2002,"""^®^ • August 8, 2002: ""Today's first session.. .had a profound effect on all staff members present.. .it seems the collective opinion that we should not go much further.. .everyone seems strong for now but if the group has to continue.. .we cannot guarantee how much longer.",,,
2002,"""-^® • August 8, 2002: ""Several on the team profoundly affected.. .some to the point of tears and choking up.",,,
2002,"Email from: [REDACTED]; to: and [REDACTED]; subject: Re: Monday; date: August 5, 2002, at 05:35AM.",,,
2002,"Email from: [REDACTED]; to: [REDACTED], | | | | | | ^ | ^ m , and [REDACTED]; subject: Update; date: August 8, 2002, at 06:50 AM.",,,
2002,"Email from: [REDACTED]; to; [REDACTED], August 8, 2002, at 06:50 AM.",,,
2002,"Page 44 of 499 UNCLASSIFIED and [REDACTED]; subject; Update; date: 11II 1(1111 TOP SECRET// //NOFORN UNCLASSIFIED • August 9, 2002: ""two, perhaps three [personnel] likely to elect transfer"" away from the detention site if the decision is made to continue with the CIA's enhanced interrogation techniques.^ • August 11, 2002: Viewing the pressures on Abu Zubaydah on video ""has produced strong feelings of futility (and legality) of escalating or even maintaining the pressure.""",,,
2002,"Furthermore, as compared to the period prior to August 2002, the quantity and type of intelligence produced by Abu Zubaydah remained largely unchanged during and after the August 2002useoftheCIA'senhancedinterrogationtechniques.^'^ Nonetheless,CIAHeadquarters informed the National Security Council that the CIA's enhanced interrogation techniques used againstAbuZubaydahwereeffectiveandwere""producingmeaningfulresults.A cablefrom Email from: [REDACTED]; to: and [REDACTED]; subject: Re: 9 August Update; date: August 9, 2002, at 10:44:16 PM.",,,
2002,"213 Email from: [REDACTED]; to: and [REDACTED]; subject: Greetings; date: August 11, 2002, at 09:45 AM.",,,
2002,"2'-''SeeAbuZubaydahdetaineereviewinVolumeIIIfordetailsonAbuZubaydah'sintelligenceproduction.As noted, Abu Zubaydah was taken into CIA custody on March 2002, and was hospitalized until April 15, 2002.",,,
2002,"During the months of April and May 2002, which included a period during which Abu Zubaydah was on life support andunabletospeak,theinterrogationsofAbuZubaydahproduced95intelligencereports.",,,
2002,"AbuZubaydahspent much of June 2002 and all of July 2002 in isolation, without being asked any questions.",,,
2002,"The CIA reinstituted contact with Abu Zubaydah on August 4, 2002, and immediately began using the CIA's enhanced interrogation techniques—includingthewaterboard.",,,
2002,"DuringthemonthsofAugustiuidSeptember2002,AbuZubaydahproduced 91 intelligence reports, four fewer than the first two months of his CIA detention.",,,
2002,"On August 30, 2002, l-^egal, ^SC Legal Adviser John Bellinger to discuss Abu Zubaydah's interrogation.",,,
2002,"See email fi:om: John Rizzo; to: John Moseman; subject: Meeting with NSC Legal Adviser; date: August 30, 2002; ALEC (052227ZSEP 02).",,,
2002,"(See email from: John Rizzo; to: John Moseman; subject: Meeting with NSC Legal Adviser; date: August 30, 2002.)",,,
